,,,,,,,,,,UEP,,,,,Foldx Ratio,,,,,Pydock Ratio,,,,,"Consensus of Foldx, Pydock and InterfaceFinder",,,,,BEATMUSIC,,,,,Prodigy,,,,,mCSM unknown,,,,,mCSM known,,,,,UEP unknown,,,,,,,,,,,
1PPF_YI20P,0,0.8181,0.8379,0.32,3.190,-0.3,0,-3.336,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1PPF_YI20Q,0,0.9508,0.8480,0.47,3.570,-1.3,0,-4.457,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1PPF_YI20R,0.001,0.9384,0.6410,0.8,2.790,-0.6,0,-4.09,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1PPF_YI20S,0.002,0.9191,0.8265,0.39,3.790,-1,0,-4.108,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1PPF_YI20T,0,0.9016,0.8270,0.39,3.140,-1.1,0,-4.088,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1PPF_YI20V,0.001,0.9339,0.8574,0.71,2.250,0.1,0,-3.336,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1PPF_YI20W,0.672,1.0002,0.9761,0.47,1.090,-0.1,0,-0.023,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10C,2.26,0.9999,1.0303,0.22,0.010,0,0,-0.305,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10D,0,0.9634,0.9084,0.96,2.700,-0.6,0,-3.289,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10E,0,0.9665,1.0414,1.45,3.330,-0.9,0,-3.235,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10F,44.1,0.9695,1.4001,1.85,-1.190,-0.3,0,1.196,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10G,0.153,0.9781,0.9642,1.09,2.290,0,0,-1.583,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10H,0.05,0.9690,1.0442,0.89,0.700,-0.7,0,-0.814,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10I,20.9,1.0098,0.9671,1.8,-0.670,0,0,-0.94,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10K,0.006,0.9707,0.7691,1.34,3.000,-0.7,0,-2.839,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10L,19.3,1.0106,1.0086,2.5,-0.350,0,0,-0.94,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10M,18.8,1.0181,1.1000,0.82,0.020,0,0,0.734,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10N,0.029,0.9754,0.8946,1.14,1.770,-1.5,0,-1.298,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10P,0.004,0.9941,1.0041,0.77,2.900,0,0,-1.082,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10Q,0.047,0.9845,1.0016,1.3,1.920,-1.7,0,-1.576,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10R,0,0.9576,0.7275,2.76,1.230,-0.8,0,-3.242,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10S,0.053,0.9825,0.9528,1.37,1.440,-1.2,0,-1.767,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10T,0.118,0.9956,1.0121,1.15,1.070,-1.2,0,-1.731,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10V,5.145,1.0150,1.0459,1.27,-0.360,0,0,-1.082,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10W,0.705,0.9708,1.4376,0.85,-1.020,-0.5,0,1.489,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_AI10Y,4.12,0.9615,1.2639,1.95,-1.040,-0.3,0,1.533,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14C,0.018,1.0019,1.0018,0.15,0.750,-0.4,0,-1.969,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14D,0.646,0.9940,0.9218,0.61,0.860,0.2,0,-1.241,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14F,0.002,0.9873,1.2945,1.13,-0.510,-0.3,0,-2.04,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14G,0.01,0.9903,0.9157,0.46,1.480,-0.3,0,-2.493,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14H,0.056,0.9996,1.0372,0.69,-0.040,0,0,-1.543,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14I,0.288,1.0223,1.0701,0.84,0.100,-0.1,0,-1.763,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14K,0.01,1.0033,0.8930,0.81,0.750,0.1,0,-2.583,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14L,0.382,1.0292,1.0507,2.07,-0.040,-0.3,0,-1.763,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14M,0.07,1.0250,1.0704,0.47,0.160,-0.5,0,-1.219,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14N,0.028,0.9899,1.0624,1.07,0.570,0.2,0,-1.761,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14P,0.002,0.9827,0.8927,0.47,0.660,-0.3,0,-1.94,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14Q,0.115,0.9999,1.0640,0.75,0.490,0.5,0,-1.704,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14R,0.029,1.0054,0.9713,1.54,0.310,0.2,0,-2.339,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14S,0.005,0.9956,1.0020,0.75,0.850,0.6,0,-2.823,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14T,0.001,0.9928,0.9710,0.61,0.650,0.3,0,-2.657,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14W,0.044,0.9680,1.3862,0.47,-0.840,-0.8,0,-2.051,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_EI14Y,0.041,0.9858,1.2673,1.2,-0.380,-0.5,0,-1.793,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8C,2.83,0.9928,1.0222,0.13,-0.040,-0.7,0,0.173,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8D,2.72,0.9816,1.0667,0.75,0.610,0,0,-0.259,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8F,3.82,0.9911,1.1630,1.09,-1.370,-0.6,0,0.462,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8G,4.12,0.9722,1.0213,0.74,0.200,-0.4,0,-0.138,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8H,2.72,0.9915,1.1255,0.63,-0.550,-0.1,0,-0.075,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8I,0.15,0.9554,1.0126,0.66,-0.160,-0.6,0,-0.036,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8L,1.74,0.9939,1.0556,1.21,-0.710,-0.6,0,-0.036,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8M,2.58,1.0047,1.0728,0.4,-0.870,-0.6,0,0.146,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8N,1.93,0.9863,0.9944,0.8,-0.080,0.4,0,0.279,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8P,0.103,0.9599,1.0026,0.59,0.360,-0.3,0,-0.043,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8Q,2.45,0.9883,1.0592,0.86,0.000,0.4,0,0.257,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8S,1.68,0.9856,1.0124,1.12,0.180,0.4,0,0.126,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8T,0.223,0.9813,1.0161,0.72,0.050,0.4,0,0.107,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
1R0R_KI8V,0.5,0.9778,1.0412,0.66,-0.280,-0.6,0,-0.043,,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,
